章节,文件,修改编号,修改前内容,修改后内容
第34章：新关系热恋能量,part3/3.34.md,019,你不想灼伤对你来说仍然重要的其他人,你不想伤害那些对你来说仍然重要的其他人
第34章：新关系热恋能量,part3/3.34.md,020,[^2]:  译注：罗西音乐,[^2]: 译注：罗西音乐
第34章：新关系热恋能量,part3/3.34.md,021,与新伴侣结合的整个过程,与新伴侣建立联结的整个过程
第34章：新关系热恋能量,part3/3.34.md,022,并积极地施加反向影响来达到平衡,并积极加以制衡（主动对冲）
第34章：新关系热恋能量,part3/3.34.md,023,除了最有安全感和自我控制能力的那批人之外,除了最有安全感、最自足自立的那批人之外
第34章：新关系热恋能量,part3/3.34.md,024,三年？天哪！瞧你这说的。,三年？你大概会说：天哪！
第34章：新关系热恋能量,part3/3.34.md,026,关于如何应对新关系热恋期，人人都可以学到的事,关于如何应对新关系热恋能量，人人都可以学到的事
第34章：新关系热恋能量,part3/3.34.md,027,[^1]: 译注：“limerence” 描述的是一种……（约230字，无原书书目信息）,"[^1]: 原书注：*Love and Limerence: The Experience Of Being In Love* (1979) 2nd Edition by Tennov, Dorothy (ISBN: 9780812862867) (1998) Pub: Scarborough House 译者注：（精简为约80字简介）"
第35章：性爱,part3/3.35.md,001,如果从某种意义上说，这是真的，但也不一定是人们想象的那样。,如果说在某种意义上确实如此，那也未必是以人们所想的那种方式。
第35章：性爱,part3/3.35.md,002,单偶制不仅假定在关系开始时，而且假定在长期关系中，双方在性爱方面会。它忽视了人们的性能力甚至性取向可能是多变的这一可能性。,单偶制假定：双方的性兼容性不仅存在于关系之初，而且能延续到长期关系。它忽视了，人们的性能力甚至性取向可能是多变的。
第35章：性爱,part3/3.35.md,003,“长期关系对欲望，尤其是对女性欲望的影响很大。”,“长期关系对欲望毫不留情，尤其是对女性的欲望。”
第35章：性爱,part3/3.35.md,004,她们的欲望会比不同居时更强烈,她们的欲望会比不同居时更加消减
第35章：性爱,part3/3.35.md,005,单偶制似乎并不是为长期的性吸引力（hotness）而设计的,单偶制的主题本身就不是长期的性吸引力（hotness）
第35章：性爱,part3/3.35.md,006,找到了一种可以克服这些限制的方式,找到了一种可以应对这些限制的方式
第35章：性爱,part3/3.35.md,007,与此相反，CNM的一大优势在于,相比之下，CNM的一大优势在于
第35章：性爱,part3/3.35.md,008,在三四年的时间里，她曾经和大约200个男人上过床,她曾有一段时间，在三四年里与大约200个男人上过床
第35章：性爱,part3/3.35.md,009,总是在讨论我们需要的是CNM的什么东西,总是在讨论我们想从这样的关系中得到些什么
第35章：性爱,part3/3.35.md,010,我还想和对方聊聊天，讨论讨论，开动脑筋。,我还想和对方聊聊天，讨论讨论，从对方身上学点东西。
第35章：性爱,part3/3.35.md,011,一位对性爱呈积极态度（sex-positive）的心理学家,一位性积极（sex-positive）的心理学家
第35章：性爱,part3/3.35.md,012,不过，她也是认为合意非单偶制的人不会遵从任何特定刻板印象的第一人。,不过，她也是承认合意非单偶制的人不会遵从任何特定刻板印象的第一人。
第35章：性爱,part3/3.35.md,013,半性恋者需要产生浪漫的关系才能体验到性欲,半性恋者需要浪漫的情感联结才能体验到性欲
第35章：性爱,part3/3.35.md,014,所以，我是一个“做爱优先”的人。,所以，我这个人就讲究先上床再说。
第35章：性爱,part3/3.35.md,015,主要表现在情感上或感情上（emotionally or romantically）,主要表现在情感上或浪漫关系上
第35章：性爱,part3/3.35.md,016,一段（或一组）多边的关系,一段或几段关系
第35章：性爱,part3/3.35.md,017,有些人是无浪漫倾向（aromantic），有些人是无性恋（asexual）。,有些人是无浪漫倾向（aromantic），正如有些人是无性恋（asexual）。
第35章：性爱,part3/3.35.md,018,它几乎包括了所有的“经过同意的不只局限于二人之内的性”。,它几乎包含了所有经同意的、二人关系之外的性。
第35章：性爱,part3/3.35.md,019,### 三P和多P,### 3P和多P
第35章：性爱,part3/3.35.md,020,大多数人事先并没有学习过这种事情,大多数人对这种事并没有现成的脚本（套路）可用
第35章：性爱,part3/3.35.md,021,学校的性教育往往不能接受“作为娱乐享受的性”这一概念,学校的性教育往往难以应对“性完全可以纯粹是娱乐消遣”这一观念
第35章：性爱,part3/3.35.md,022,并不是 “去哪里、干什么”,并不是“把什么放到哪”
第35章：性爱,part3/3.35.md,023,而是“和谁干、怎么干”,而是“和谁做、怎么做”
第35章：性爱,part3/3.35.md,024,两个喜欢跟别人做爱的人,两个喜欢彼此做爱的人
第35章：性爱,part3/3.35.md,025,有些人希望永远每次的3P对象都是之前没来过的新人,有些人希望每次的3P对象都是之前没来过的新人
第35章：性爱,part3/3.35.md,026,集中精力让其他人感觉自己像是百万富翁,集中精力让其他人感觉自己棒极了、备受珍视
第35章：性爱,part3/3.35.md,027,“因为ta一直都挺好的啊”,“因为对方一直都挺好的啊”
第35章：性爱,part3/3.35.md,028,那些你还不熟练和（或）可能会很难搞的情况就会出现了,那些不熟悉和（或）可能棘手的场景，往往正是你发现“没事”也有边界的时候
第35章：性爱,part3/3.35.md,029,自己能尊重自己，就可以保持良好的状态,自己能尊重自己，就可以受益良多
第35章：性爱,part3/3.35.md,030,确保你看起来像是刚洗得干干净净的样子,确保自己洗得干干净净、收拾得体
第35章：性爱,part3/3.35.md,031,或者像一个业余妇产科医生那样品评人家,或者像一个业余的妇科/肛肠科医生那样盯着人家看
第35章：性爱,part3/3.35.md,032,不要成为那个让人退避三舍的事儿逼（或者事儿屌）,不要成为那个猥琐男（或者非男性的猥琐人）
第35章：性爱,part3/3.35.md,033,请确定你真的知道这个排队里大家约定的安全词是什么,请确定你真的知道这个派对里大家约定的安全词是什么
第35章：性爱,part3/3.35.md,034,如果你们感觉合适，那就还会有第二次的。,如果你觉得合适，那就还会有第二次。
第36章：CNM让人性生活更美满吗？,part3/3.36.md,001,“对主要伴侣的满意度相当接近”）。，二者在,“对主要伴侣的满意度相当接近”），二者在
第36章：CNM让人性生活更美满吗？,part3/3.36.md,002,二者在“在最近一次性接触中达到性高潮”这一项中的结果，都比其它组别稍微高一些（82%对78%，在这一研究中，这一差别不具备统计学意义），但“最近有过性行为”的比率更高（48%对37%）。,多边关系者比单偶制人群略微更可能在最近一次性接触中达到高潮（82%对78%，在这一研究中，这一差别不具备统计学意义），但最近有过性行为的比例要高得多（48%对37%）。
第36章：CNM让人性生活更美满吗？,part3/3.36.md,003,这一研究分别调查了两个不同的课题，并将结果进行了汇总。,该研究综合了两项不同研究的结果。
第36章：CNM让人性生活更美满吗？,part3/3.36.md,004,我们所拥有的最具说服力的数据，来自于学术研究。,我们现有的最好的数据，来自于学术研究。
第36章：CNM让人性生活更美满吗？,part3/3.36.md,005,最直接的可能性是，CNM人群在性关系中较少被常规的习惯所同化。,最直接的可能性是，CNM人群不太容易经历单偶制人群性关系中普遍存在的正常习惯化（habituation）过程。
第36章：CNM让人性生活更美满吗？,part3/3.36.md,006,当人们不觉得自己有压力以某种特定的方式去做爱时，他们会更享受关系和性爱。,当人们不觉得自己有压力以某种特定的方式去维系关系和性爱时，他们会更享受关系和性爱。
第36章：CNM让人性生活更美满吗？,part3/3.36.md,007,他们感受到的抵抗（reactance）较少（Brehm，1966）／就会产生心理抵抗,他们感受到的心理抗拒（reactance）较少（Brehm，1966）／就会产生心理抗拒
第36章：CNM让人性生活更美满吗？,part3/3.36.md,008,也许这会让当事人感到更加孤立（separate），甚至孤独（alone）。,也许这会让当事人感到更加疏远，甚至孤独。
第36章：CNM让人性生活更美满吗？,part3/3.36.md,009,"University of Michigan, Journal of Social and Personal Relationships (2018)","University of Michigan, *Journal of Social and Personal Relationships* (2018)"
第36章：CNM让人性生活更美满吗？,part3/3.36.md,010,title: 第36章CNM让人性生活更美满吗？,title: 第36章 CNM让人性生活更美满吗？
第36章：CNM让人性生活更美满吗？,part3/3.36.md,011,（3） 长期以来,（3）长期以来
第36章：CNM让人性生活更美满吗？,part3/3.36.md,012,也就是伴侣双方都在彼此之外拥有其他性关系,也就是伴侣双方各自独立地拥有其他性关系
第36章：CNM让人性生活更美满吗？,part3/3.36.md,013,在这一研究中，这一差别不具备统计学意义,就这一点而言，这一差别不具备统计学意义
第36章：CNM让人性生活更美满吗？,part3/3.36.md,014,每一个人都比自己性生活更美满,每一个人都比自己性生活更多、更美满
第37章：无性恋和半性恋,part3/3.37.md,001,但现实情况是，CNM的最大优势就在于，它有能力满足更广泛的生理和情感需求。,但现实情况是，正因为CNM涵盖“经过同意且不属于单偶制的每一件事”，它的最大优势就在于，它有能力满足更广泛的生理和情感需求。
第37章：无性恋和半性恋,part3/3.37.md,002,*无性恋*（也称*无性吸引*[^2]——译注），通常缩写为ace）,*无性恋*（也称*无性吸引*，通常缩写为*ace*）[^2]
第37章：无性恋和半性恋,part3/3.37.md,003,性欲水平低但仍有能在一定程度上感受到性欲的人,性欲水平低但仍能在一定程度上感受到性欲的人
第37章：无性恋和半性恋,part3/3.37.md,004,*有性恋*（*alosexualty*[^3]）,*有性恋*（*alosexuality*[^3]）
第37章：无性恋和半性恋,part3/3.37.md,005,无需对其他人或者事物产生吸引或者欲望这一前提，就可以体验到性快感的人,无需性吸引或者欲望作为前提，也依然可以从他人或事物体验到性快感的人
第37章：无性恋和半性恋,part3/3.37.md,006,半性恋是很在乎环境（context）的。,半性恋的关键在于情境（context）。
第37章：无性恋和半性恋,part3/3.37.md,007,而半性恋者则很简单，没有那种情感的联系，就没有性欲的感觉,而半性恋者只是，缺少那种情感联结，就不会产生强烈的性欲
